case_id,source_path,output_glb,output_usdz,before_tris,after_tris,before_vertices,after_vertices,before_bytes,after_glb_bytes,after_usdz_bytes,before_bounds_m,after_anatomy_bounds_m,scale_factor,decimation_ratio,watertight_before,watertight_after,blender_used,usdz_status,validation_status,notes
pv-case-052,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-052\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-052\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-052\model.usdz,63000,64672,31504,32488,123384,151108,537120,"{""min"":[-0.025549,-0.018077,-0.021505],""max"":[0.024182,0.018355,0.014493]}","{""min"":[-0.024852,-0.0182,-0.017998],""max"":[0.024852,0.0182,0.017998]}",1.0,1.0,4,8,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-053,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-053\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-053\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-053\model.usdz,58000,59665,29002,29983,109276,136848,484113,"{""min"":[-0.029024,-0.025644,-0.025147],""max"":[0.028589,0.019698,0.022834]}","{""min"":[-0.028797,-0.022654,-0.023989],""max"":[0.028797,0.022654,0.023989]}",1.0,1.0,3,6,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-054,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-054\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-054\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-054\model.usdz,63000,64669,31510,32493,117412,145220,523281,"{""min"":[-0.024737,-0.025958,-0.030098],""max"":[0.025972,0.023757,0.028255]}","{""min"":[-0.025343,-0.024849,-0.02916],""max"":[0.025343,0.024849,0.02916]}",1.0,1.0,4,7,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-055,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-055\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-055\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-055\model.usdz,63000,64672,31504,32488,120196,147800,525936,"{""min"":[-0.023234,-0.018553,-0.019476],""max"":[0.021488,0.018947,0.016517]}","{""min"":[-0.022352,-0.018735,-0.017996],""max"":[0.022352,0.018735,0.017996]}",1.0,1.0,4,8,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-056,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-056\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-056\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-056\model.usdz,62984,64466,31502,32388,118976,146224,523691,"{""min"":[-0.023975,-0.020865,-0.016176],""max"":[0.024678,0.020208,0.01978]}","{""min"":[-0.024312,-0.020522,-0.017975],""max"":[0.024312,0.020522,0.017975]}",1.0,1.0,4,7,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-057,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-057\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-057\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-057\model.usdz,58000,59352,29004,29852,108884,136032,475680,"{""min"":[-0.019093,-0.019383,-0.0195],""max"":[0.018816,0.015629,0.019491]}","{""min"":[-0.018939,-0.017491,-0.019495],""max"":[0.018939,0.017491,0.019495]}",1.0,1.0,3,3,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-058,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-058\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-058\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-058\model.usdz,63000,64330,31506,32309,125408,152524,541227,"{""min"":[-0.026664,-0.020821,-0.02177],""max"":[0.024327,0.019755,0.026218]}","{""min"":[-0.025477,-0.020272,-0.023992],""max"":[0.025477,0.020272,0.023992]}",1.0,1.0,4,6,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-059,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-059\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-059\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-059\model.usdz,62764,64298,31395,32301,119980,147416,523826,"{""min"":[-0.025872,-0.020217,-0.024752],""max"":[0.026368,0.019068,0.026423]}","{""min"":[-0.026112,-0.019637,-0.025571],""max"":[0.026112,0.019637,0.025571]}",1.0,1.0,3,8,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-060,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-060\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-060\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-060\model.usdz,57932,59854,28972,29955,107736,135284,485089,"{""min"":[-0.0262,-0.025516,-0.033124],""max"":[0.026376,0.022537,0.028563]}","{""min"":[-0.026272,-0.024009,-0.030823],""max"":[0.026272,0.024009,0.030823]}",1.0,1.0,2,11,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-061,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-061\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-061\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-061\model.usdz,63000,64670,31501,32479,121264,148948,546334,"{""min"":[-0.028232,-0.019943,-0.026489],""max"":[0.027562,0.023842,0.031988]}","{""min"":[-0.027872,-0.021861,-0.029202],""max"":[0.027872,0.021861,0.029202]}",1.0,1.0,3,8,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-062,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-062\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-062\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-062\model.usdz,63000,64592,31518,32436,119432,147008,528825,"{""min"":[-0.020238,-0.015988,-0.023805],""max"":[0.0225,0.015542,0.024132]}","{""min"":[-0.021352,-0.015756,-0.023964],""max"":[0.021352,0.015756,0.023964]}",1.0,1.0,2,8,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-063,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-063\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-063\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-063\model.usdz,58000,59672,29006,29990,109636,137376,485830,"{""min"":[-0.025315,-0.018028,-0.023944],""max"":[0.023311,0.017322,0.024047]}","{""min"":[-0.024295,-0.017659,-0.023994],""max"":[0.024295,0.017659,0.023994]}",1.0,1.0,3,7,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-064,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-064\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-064\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-064\model.usdz,63000,64664,31511,32486,120996,148604,531592,"{""min"":[-0.025213,-0.024323,-0.031972],""max"":[0.026543,0.021531,0.024978]}","{""min"":[-0.025862,-0.022918,-0.02847],""max"":[0.025862,0.022918,0.02847]}",1.0,1.0,3,8,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-065,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-065\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-065\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-065\model.usdz,63000,64672,31504,32488,121660,149132,535434,"{""min"":[-0.029036,-0.026485,-0.028804],""max"":[0.026184,0.021881,0.024613]}","{""min"":[-0.027595,-0.024158,-0.026674],""max"":[0.027595,0.024158,0.026674]}",1.0,1.0,4,8,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-066,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-066\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-066\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-066\model.usdz,58000,59906,29002,29983,110216,137676,492272,"{""min"":[-0.032024,-0.029491,-0.035975],""max"":[0.031586,0.028466,0.038912]}","{""min"":[-0.031784,-0.028959,-0.037434],""max"":[0.031784,0.028959,0.037434]}",1.0,1.0,3,11,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-067,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-067\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-067\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-067\model.usdz,63000,64632,31524,32456,121284,148732,530622,"{""min"":[-0.026305,-0.018876,-0.032137],""max"":[0.027151,0.013781,0.021628]}","{""min"":[-0.026712,-0.016316,-0.026872],""max"":[0.026712,0.016316,0.026872]}",1.0,1.0,2,8,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-068,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-068\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-068\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-068\model.usdz,61092,62621,30554,31408,114288,141436,499521,"{""min"":[-0.021702,-0.014926,-0.0151],""max"":[0.021811,0.014163,0.0119]}","{""min"":[-0.021743,-0.014532,-0.0135],""max"":[0.021743,0.014532,0.0135]}",1.0,1.0,4,7,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-069,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-069\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-069\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-069\model.usdz,58000,59672,29006,29990,109596,137312,490895,"{""min"":[-0.025881,-0.025556,-0.02301],""max"":[0.027725,0.020473,0.018931]}","{""min"":[-0.026786,-0.022999,-0.020956],""max"":[0.026786,0.022999,0.020956]}",1.0,1.0,3,7,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-070,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-070\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-070\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-070\model.usdz,62936,64266,31492,32256,126176,152776,543070,"{""min"":[-0.027256,-0.027698,-0.030021],""max"":[0.03164,0.02338,0.023823]}","{""min"":[-0.029423,-0.024956,-0.02691],""max"":[0.029423,0.024956,0.02691]}",1.0,1.0,2,5,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-071,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-071\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-071\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-071\model.usdz,58000,59611,29005,29954,112900,140376,497448,"{""min"":[-0.026408,-0.026555,-0.034367],""max"":[0.024663,0.022821,0.027117]}","{""min"":[-0.025513,-0.024672,-0.028969],""max"":[0.025513,0.024672,0.028969]}",1.0,1.0,2,6,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-072,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-072\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-072\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-072\model.usdz,63000,63990,31629,32008,118696,144916,536520,"{""min"":[-0.024586,-0.026982,-0.032012],""max"":[0.027947,0.020407,0.088212]}","{""min"":[-0.026234,-0.023681,-0.05203],""max"":[0.026234,0.023681,0.05203]}",1.0,1.0,2,10,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-073,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-073\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-073\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-073\model.usdz,63000,64086,31518,32215,118984,145900,514744,"{""min"":[-0.019308,-0.015015,-0.019125],""max"":[0.018724,0.016782,0.021457]}","{""min"":[-0.019005,-0.015875,-0.018466],""max"":[0.019005,0.015875,0.018466]}",1.0,1.0,2,4,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-074,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-074\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-074\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-074\model.usdz,58000,59672,29002,29986,108280,135928,487218,"{""min"":[-0.024043,-0.0193,-0.025323],""max"":[0.02398,0.017436,0.022832]}","{""min"":[-0.023995,-0.018353,-0.024066],""max"":[0.023995,0.018353,0.024066]}",1.0,1.0,3,7,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-075,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-075\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-075\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-075\model.usdz,60372,62042,30197,31175,114512,142136,503314,"{""min"":[-0.023335,-0.017024,-0.017719],""max"":[0.02327,0.016513,0.021279]}","{""min"":[-0.023286,-0.016759,-0.019499],""max"":[0.023286,0.016759,0.019499]}",1.0,1.0,3,8,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-076,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-076\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-076\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-076\model.usdz,58000,59668,29012,29984,108832,136360,487161,"{""min"":[-0.024339,-0.020742,-0.027241],""max"":[0.024026,0.01832,0.024226]}","{""min"":[-0.024162,-0.019513,-0.025721],""max"":[0.024162,0.019513,0.025721]}",1.0,1.0,2,7,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-077,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-077\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-077\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-077\model.usdz,62000,63672,31008,31992,118084,145756,521240,"{""min"":[-0.027032,-0.024457,-0.027899],""max"":[0.026988,0.021114,0.029073]}","{""min"":[-0.026992,-0.022776,-0.028482],""max"":[0.026992,0.022776,0.028482]}",1.0,1.0,4,8,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-078,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-078\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-078\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-078\model.usdz,63000,64904,31501,32478,122336,149844,536608,"{""min"":[-0.030796,-0.025562,-0.026912],""max"":[0.030931,0.021064,0.018074]}","{""min"":[-0.030854,-0.023288,-0.022491],""max"":[0.030854,0.023288,0.022491]}",1.0,1.0,3,12,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-079,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-079\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-079\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-079\model.usdz,58000,59664,29005,29980,107796,135272,486720,"{""min"":[-0.027286,-0.021002,-0.02223],""max"":[0.028127,0.017545,0.019754]}","{""min"":[-0.027689,-0.019255,-0.02099],""max"":[0.027689,0.019255,0.02099]}",1.0,1.0,2,7,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-080,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-080\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-080\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-080\model.usdz,62984,64494,31497,32391,121892,149184,532236,"{""min"":[-0.028468,-0.019385,-0.029769],""max"":[0.029091,0.023235,0.027108]}","{""min"":[-0.028755,-0.021281,-0.028427],""max"":[0.028755,0.021281,0.028427]}",1.0,1.0,3,8,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-081,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-081\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-081\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-081\model.usdz,58000,59672,29000,29984,112292,139916,493338,"{""min"":[-0.026112,-0.020715,-0.025272],""max"":[0.026928,0.021047,0.026388]}","{""min"":[-0.026505,-0.020858,-0.025819],""max"":[0.026505,0.020858,0.025819]}",1.0,1.0,3,7,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-082,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-082\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-082\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-082\model.usdz,63000,64741,31470,32359,123368,150872,538528,"{""min"":[-0.025382,-0.029566,-0.021613],""max"":[0.027116,0.031854,0.02928]}","{""min"":[-0.026241,-0.030692,-0.025437],""max"":[0.026241,0.030692,0.025437]}",1.0,1.0,2,11,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
pv-case-083,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\public\demo-cases\pv-case-083\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-083\model.glb,C:\Users\nityj\OneDrive\Desktop\2 - Projects\Prostate View\.codex-worktrees\prostateview-ar-model-pipeline\models_ar_human\pv-case-083\model.usdz,63000,64572,31502,32436,120788,148420,530496,"{""min"":[-0.024448,-0.023881,-0.023683],""max"":[0.021298,0.022278,0.024289]}","{""min"":[-0.022846,-0.023051,-0.023983],""max"":[0.022846,0.023051,0.023983]}",1.0,1.0,4,8,False,ok,gltf_valid|size_ok|triangles_ok|usdz_present,palette_human; source_meter_scale_preserved; decimation_not_needed
